file_id,lap_number,start_time,duration_seconds,distance_meters,calories,max_speed_ms,avg_cadence,intensity,trigger_method
_IQk5Vy3Vl53,1,2023-11-25T14:33:22Z,900.008,2520.642158028202,146,3.171367088330582,159.75034023192993,"
      Active
","
      Manual
"
_OZHMzxO7J6P,1,2023-10-22T14:44:23Z,278.307,0,0,NA,NA,"
      Active
","
      Manual
"
-6_YwFBepYPW,1,2024-11-08T11:08:59Z,1500.972,3539.416180137441,198,2.5967209107620537,141.1010331812593,"
      Active
","
      Manual
"
-Wxqp5c1YDTz,1,2024-12-08T15:20:38Z,1500.043,3513.387700009976,193,2.5773448526004348,138.3494394688418,"
      Active
","
      Manual
"
025clkEq69rA,1,2025-06-27T11:55:06Z,1883.719,4126.632507279982,219,3.806478482584747,146.2586618002494,"
      Active
","
      Manual
"
0rtK8trjqrK8,1,2023-05-29T15:51:42Z,649.591,1615.9302455151922,90,2.7729786500338784,155.60594617789573,"
      Active
","
      Manual
"
18KBXn_TmLyh,1,2024-01-06T18:23:46Z,2071.599,5005.419826523397,290,3.297247013736207,148.3431312270314,"
      Active
","
      Manual
"
1lihfMXRhMcw,1,2025-03-17T20:12:42Z,180.002,413.3784353917,22,2.619187873304935,137.6632635116577,"
      Active
","
      Manual
"
1OnD74i9MkM0,1,2023-09-29T12:02:59Z,288.075,846.1212424777917,48,4.721196920123941,162.45519311087472,"
      Active
","
      Manual
"
1xYSaMLTSAXT,1,2022-11-03T23:51:58Z,1328.964,3603.2520443804183,205,2.8607790317503676,152.32458565165695,"
      Active
","
      Manual
"
2RcjeNJzBdSH,1,2025-02-08T14:28:24Z,198.975,358.6280731650768,18,2.385059699957742,136.14755977801423,"
      Active
","
      Manual
"
2yOICkxiamXO,1,2023-05-10T14:03:00Z,900.008,2188.738945116522,129,3.987658150673833,150.97906154570495,"
      Active
","
      Manual
"
3FaQUZj3JWPb,1,2024-11-10T15:11:18Z,900.996,2127.8217712762403,126,2.589167693980304,139.10652208049396,"
      Active
","
      Manual
"
3mjTJlTAGe1L,1,2024-11-03T15:18:44Z,41.857,69.60849926446099,3,2.4807525860543858,100.1379753259512,"
      Active
","
      Manual
"
4_Vh7-UA11KK,1,2025-03-26T11:46:46Z,2078.511,5014.2582844916105,277,3.2153344226063076,149.15981325400068,"
      Active
","
      Manual
"
4azVg8YAprd2,1,2024-07-29T11:22:18Z,1500.974,3585.1111935281965,198,2.768476693675356,146.26873862133093,"
      Active
","
      Manual
"
4Lbo7brg79i9,1,2024-09-26T11:04:29Z,809.863,1888.30733128048,160,2.942254879709255,144.9450126387256,"
      Active
","
      Manual
"
5at2W0LIsh2y,1,2025-02-17T14:56:21Z,555.987,1120.537210721058,58,2.259525958699548,139.88514617755652,"
      Active
","
      Manual
"
